,Name,Gender,letters,name_length,gen_code,encoded_names
1438,<SOS>cody<EOS>       ,boy,"['c', 'o', 'd', 'y']",4,1.0,"[1, 5, 17, 6, 27, 2, 0, 0, 0, 0, 0, 0, 0]"
4985,<SOS>ethelene<EOS>   ,girl,"['e', 't', 'h', 'e', 'l', 'e', 'n', 'e']",8,0.0,"[1, 7, 22, 10, 7, 14, 7, 16, 7, 2, 0, 0, 0]"
5670,<SOS>inger<EOS>      ,girl,"['i', 'n', 'g', 'e', 'r']",5,0.0,"[1, 11, 16, 9, 7, 20, 2, 0, 0, 0, 0, 0, 0]"
5383,<SOS>nicolette<EOS>  ,girl,"['n', 'i', 'c', 'o', 'l', 'e', 't', 't', 'e']",9,0.0,"[1, 16, 11, 5, 17, 14, 7, 22, 22, 7, 2, 0, 0]"
3916,<SOS>katy<EOS>       ,girl,"['k', 'a', 't', 'y']",4,0.0,"[1, 13, 3, 22, 27, 2, 0, 0, 0, 0, 0, 0, 0]"
2620,<SOS>waylon<EOS>     ,boy,"['w', 'a', 'y', 'l', 'o', 'n']",6,1.0,"[1, 25, 3, 27, 14, 17, 16, 2, 0, 0, 0, 0, 0]"
5685,<SOS>adriane<EOS>    ,girl,"['a', 'd', 'r', 'i', 'a', 'n', 'e']",7,0.0,"[1, 3, 6, 20, 11, 3, 16, 7, 2, 0, 0, 0, 0]"
2250,<SOS>sal<EOS>        ,boy,"['s', 'a', 'l']",3,1.0,"[1, 21, 3, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
1696,<SOS>mae<EOS>        ,boy,"['m', 'a', 'e']",3,1.0,"[1, 15, 3, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
2393,<SOS>derrick<EOS>    ,boy,"['d', 'e', 'r', 'r', 'i', 'c', 'k']",7,1.0,"[1, 6, 7, 20, 20, 11, 5, 13, 2, 0, 0, 0, 0]"
4698,<SOS>versie<EOS>     ,girl,"['v', 'e', 'r', 's', 'i', 'e']",6,0.0,"[1, 24, 7, 20, 21, 11, 7, 2, 0, 0, 0, 0, 0]"
2446,<SOS>bradly<EOS>     ,boy,"['b', 'r', 'a', 'd', 'l', 'y']",6,1.0,"[1, 4, 20, 3, 6, 14, 27, 2, 0, 0, 0, 0, 0]"
5867,<SOS>marquita<EOS>   ,girl,"['m', 'a', 'r', 'q', 'u', 'i', 't', 'a']",8,0.0,"[1, 15, 3, 20, 19, 23, 11, 22, 3, 2, 0, 0, 0]"
6083,<SOS>tabetha<EOS>    ,girl,"['t', 'a', 'b', 'e', 't', 'h', 'a']",7,0.0,"[1, 22, 3, 4, 7, 22, 10, 3, 2, 0, 0, 0, 0]"
994,<SOS>kelly<EOS>      ,boy,"['k', 'e', 'l', 'l', 'y']",5,1.0,"[1, 13, 7, 14, 14, 27, 2, 0, 0, 0, 0, 0, 0]"
2078,<SOS>dante<EOS>      ,boy,"['d', 'a', 'n', 't', 'e']",5,1.0,"[1, 6, 3, 16, 22, 7, 2, 0, 0, 0, 0, 0, 0]"
5907,<SOS>rashida<EOS>    ,girl,"['r', 'a', 's', 'h', 'i', 'd', 'a']",7,0.0,"[1, 20, 3, 21, 10, 11, 6, 3, 2, 0, 0, 0, 0]"
982,<SOS>hunt<EOS>       ,boy,"['h', 'u', 'n', 't']",4,1.0,"[1, 10, 23, 16, 22, 2, 0, 0, 0, 0, 0, 0, 0]"
2187,<SOS>marlyn<EOS>     ,boy,"['m', 'a', 'r', 'l', 'y', 'n']",6,1.0,"[1, 15, 3, 20, 14, 27, 16, 2, 0, 0, 0, 0, 0]"
599,<SOS>almon<EOS>      ,boy,"['a', 'l', 'm', 'o', 'n']",5,1.0,"[1, 3, 14, 15, 17, 16, 2, 0, 0, 0, 0, 0, 0]"
370,<SOS>mason<EOS>      ,boy,"['m', 'a', 's', 'o', 'n']",5,1.0,"[1, 15, 3, 21, 17, 16, 2, 0, 0, 0, 0, 0, 0]"
3307,<SOS>maximo<EOS>     ,boy,"['m', 'a', 'x', 'i', 'm', 'o']",6,1.0,"[1, 15, 3, 26, 11, 15, 17, 2, 0, 0, 0, 0, 0]"
2170,<SOS>jackie<EOS>     ,boy,"['j', 'a', 'c', 'k', 'i', 'e']",6,1.0,"[1, 12, 3, 5, 13, 11, 7, 2, 0, 0, 0, 0, 0]"
4790,<SOS>cleda<EOS>      ,girl,"['c', 'l', 'e', 'd', 'a']",5,0.0,"[1, 5, 14, 7, 6, 3, 2, 0, 0, 0, 0, 0, 0]"
4248,<SOS>libby<EOS>      ,girl,"['l', 'i', 'b', 'b', 'y']",5,0.0,"[1, 14, 11, 4, 4, 27, 2, 0, 0, 0, 0, 0, 0]"
291,<SOS>chauncey<EOS>   ,boy,"['c', 'h', 'a', 'u', 'n', 'c', 'e', 'y']",8,1.0,"[1, 5, 10, 3, 23, 16, 5, 7, 27, 2, 0, 0, 0]"
6542,<SOS>nya<EOS>        ,girl,"['n', 'y', 'a']",3,0.0,"[1, 16, 27, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
3770,<SOS>iris<EOS>       ,girl,"['i', 'r', 'i', 's']",4,0.0,"[1, 11, 20, 11, 21, 2, 0, 0, 0, 0, 0, 0, 0]"
1296,<SOS>odell<EOS>      ,boy,"['o', 'd', 'e', 'l', 'l']",5,1.0,"[1, 17, 6, 7, 14, 14, 2, 0, 0, 0, 0, 0, 0]"
4285,<SOS>audra<EOS>      ,girl,"['a', 'u', 'd', 'r', 'a']",5,0.0,"[1, 3, 23, 6, 20, 3, 2, 0, 0, 0, 0, 0, 0]"
6342,<SOS>yaritza<EOS>    ,girl,"['y', 'a', 'r', 'i', 't', 'z', 'a']",7,0.0,"[1, 27, 3, 20, 11, 22, 28, 3, 2, 0, 0, 0, 0]"
469,<SOS>elmo<EOS>       ,boy,"['e', 'l', 'm', 'o']",4,1.0,"[1, 7, 14, 15, 17, 2, 0, 0, 0, 0, 0, 0, 0]"
3289,<SOS>rylee<EOS>      ,boy,"['r', 'y', 'l', 'e', 'e']",5,1.0,"[1, 20, 27, 14, 7, 7, 2, 0, 0, 0, 0, 0, 0]"
2159,<SOS>dewayne<EOS>    ,boy,"['d', 'e', 'w', 'a', 'y', 'n', 'e']",7,1.0,"[1, 6, 7, 25, 3, 27, 16, 7, 2, 0, 0, 0, 0]"
5846,<SOS>jenniffer<EOS>  ,girl,"['j', 'e', 'n', 'n', 'i', 'f', 'f', 'e', 'r']",9,0.0,"[1, 12, 7, 16, 16, 11, 8, 8, 7, 20, 2, 0, 0]"
3105,<SOS>cain<EOS>       ,boy,"['c', 'a', 'i', 'n']",4,1.0,"[1, 5, 3, 11, 16, 2, 0, 0, 0, 0, 0, 0, 0]"
553,<SOS>norris<EOS>     ,boy,"['n', 'o', 'r', 'r', 'i', 's']",6,1.0,"[1, 16, 17, 20, 20, 11, 21, 2, 0, 0, 0, 0, 0]"
1152,<SOS>marius<EOS>     ,boy,"['m', 'a', 'r', 'i', 'u', 's']",6,1.0,"[1, 15, 3, 20, 11, 23, 21, 2, 0, 0, 0, 0, 0]"
3362,<SOS>makai<EOS>      ,boy,"['m', 'a', 'k', 'a', 'i']",5,1.0,"[1, 15, 3, 13, 3, 11, 2, 0, 0, 0, 0, 0, 0]"
4535,<SOS>emmy<EOS>       ,girl,"['e', 'm', 'm', 'y']",4,0.0,"[1, 7, 15, 15, 27, 2, 0, 0, 0, 0, 0, 0, 0]"
786,<SOS>miller<EOS>     ,boy,"['m', 'i', 'l', 'l', 'e', 'r']",6,1.0,"[1, 15, 11, 14, 14, 7, 20, 2, 0, 0, 0, 0, 0]"
725,<SOS>orley<EOS>      ,boy,"['o', 'r', 'l', 'e', 'y']",5,1.0,"[1, 17, 20, 14, 7, 27, 2, 0, 0, 0, 0, 0, 0]"
4829,<SOS>wava<EOS>       ,girl,"['w', 'a', 'v', 'a']",4,0.0,"[1, 25, 3, 24, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
6211,<SOS>genesis<EOS>    ,girl,"['g', 'e', 'n', 'e', 's', 'i', 's']",7,0.0,"[1, 9, 7, 16, 7, 21, 11, 21, 2, 0, 0, 0, 0]"
6775,<SOS>karsyn<EOS>     ,girl,"['k', 'a', 'r', 's', 'y', 'n']",6,0.0,"[1, 13, 3, 20, 21, 27, 16, 2, 0, 0, 0, 0, 0]"
80,<SOS>philip<EOS>     ,boy,"['p', 'h', 'i', 'l', 'i', 'p']",6,1.0,"[1, 18, 10, 11, 14, 11, 18, 2, 0, 0, 0, 0, 0]"
5496,<SOS>maritza<EOS>    ,girl,"['m', 'a', 'r', 'i', 't', 'z', 'a']",7,0.0,"[1, 15, 3, 20, 11, 22, 28, 3, 2, 0, 0, 0, 0]"
5828,<SOS>latosha<EOS>    ,girl,"['l', 'a', 't', 'o', 's', 'h', 'a']",7,0.0,"[1, 14, 3, 22, 17, 21, 10, 3, 2, 0, 0, 0, 0]"
3013,<SOS>hernan<EOS>     ,boy,"['h', 'e', 'r', 'n', 'a', 'n']",6,1.0,"[1, 10, 7, 20, 16, 3, 16, 2, 0, 0, 0, 0, 0]"
5586,<SOS>staci<EOS>      ,girl,"['s', 't', 'a', 'c', 'i']",5,0.0,"[1, 21, 22, 3, 5, 11, 2, 0, 0, 0, 0, 0, 0]"
6537,<SOS>sky<EOS>        ,girl,"['s', 'k', 'y']",3,0.0,"[1, 21, 13, 27, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
3202,<SOS>mekhi<EOS>      ,boy,"['m', 'e', 'k', 'h', 'i']",5,1.0,"[1, 15, 7, 13, 10, 11, 2, 0, 0, 0, 0, 0, 0]"
5878,<SOS>jasmin<EOS>     ,girl,"['j', 'a', 's', 'm', 'i', 'n']",6,0.0,"[1, 12, 3, 21, 15, 11, 16, 2, 0, 0, 0, 0, 0]"
3183,<SOS>tyrese<EOS>     ,boy,"['t', 'y', 'r', 'e', 's', 'e']",6,1.0,"[1, 22, 27, 20, 7, 21, 7, 2, 0, 0, 0, 0, 0]"
5686,<SOS>windy<EOS>      ,girl,"['w', 'i', 'n', 'd', 'y']",5,0.0,"[1, 25, 11, 16, 6, 27, 2, 0, 0, 0, 0, 0, 0]"
2633,<SOS>johnathon<EOS>  ,boy,"['j', 'o', 'h', 'n', 'a', 't', 'h', 'o', 'n']",9,1.0,"[1, 12, 17, 10, 16, 3, 22, 10, 17, 16, 2, 0, 0]"
352,<SOS>jimmie<EOS>     ,boy,"['j', 'i', 'm', 'm', 'i', 'e']",6,1.0,"[1, 12, 11, 15, 15, 11, 7, 2, 0, 0, 0, 0, 0]"
4707,<SOS>consuelo<EOS>   ,girl,"['c', 'o', 'n', 's', 'u', 'e', 'l', 'o']",8,0.0,"[1, 5, 17, 16, 21, 23, 7, 14, 17, 2, 0, 0, 0]"
5047,<SOS>carma<EOS>      ,girl,"['c', 'a', 'r', 'm', 'a']",5,0.0,"[1, 5, 3, 20, 15, 3, 2, 0, 0, 0, 0, 0, 0]"
1789,<SOS>hughey<EOS>     ,boy,"['h', 'u', 'g', 'h', 'e', 'y']",6,1.0,"[1, 10, 23, 9, 10, 7, 27, 2, 0, 0, 0, 0, 0]"
5729,<SOS>kellee<EOS>     ,girl,"['k', 'e', 'l', 'l', 'e', 'e']",6,0.0,"[1, 13, 7, 14, 14, 7, 7, 2, 0, 0, 0, 0, 0]"
4257,<SOS>ozella<EOS>     ,girl,"['o', 'z', 'e', 'l', 'l', 'a']",6,0.0,"[1, 17, 28, 7, 14, 14, 3, 2, 0, 0, 0, 0, 0]"
1121,<SOS>ephram<EOS>     ,boy,"['e', 'p', 'h', 'r', 'a', 'm']",6,1.0,"[1, 7, 18, 10, 20, 3, 15, 2, 0, 0, 0, 0, 0]"
5929,<SOS>sommer<EOS>     ,girl,"['s', 'o', 'm', 'm', 'e', 'r']",6,0.0,"[1, 21, 17, 15, 15, 7, 20, 2, 0, 0, 0, 0, 0]"
2448,<SOS>blaise<EOS>     ,boy,"['b', 'l', 'a', 'i', 's', 'e']",6,1.0,"[1, 4, 14, 3, 11, 21, 7, 2, 0, 0, 0, 0, 0]"
1753,<SOS>murdock<EOS>    ,boy,"['m', 'u', 'r', 'd', 'o', 'c', 'k']",7,1.0,"[1, 15, 23, 20, 6, 17, 5, 13, 2, 0, 0, 0, 0]"
5887,<SOS>tamica<EOS>     ,girl,"['t', 'a', 'm', 'i', 'c', 'a']",6,0.0,"[1, 22, 3, 15, 11, 5, 3, 2, 0, 0, 0, 0, 0]"
801,<SOS>tyler<EOS>      ,boy,"['t', 'y', 'l', 'e', 'r']",5,1.0,"[1, 22, 27, 14, 7, 20, 2, 0, 0, 0, 0, 0, 0]"
6040,<SOS>krystle<EOS>    ,girl,"['k', 'r', 'y', 's', 't', 'l', 'e']",7,0.0,"[1, 13, 20, 27, 21, 22, 14, 7, 2, 0, 0, 0, 0]"
626,<SOS>orie<EOS>       ,boy,"['o', 'r', 'i', 'e']",4,1.0,"[1, 17, 20, 11, 7, 2, 0, 0, 0, 0, 0, 0, 0]"
3145,<SOS>shamar<EOS>     ,boy,"['s', 'h', 'a', 'm', 'a', 'r']",6,1.0,"[1, 21, 10, 3, 15, 3, 20, 2, 0, 0, 0, 0, 0]"
2975,<SOS>christop<EOS>   ,boy,"['c', 'h', 'r', 'i', 's', 't', 'o', 'p']",8,1.0,"[1, 5, 10, 20, 11, 21, 22, 17, 18, 2, 0, 0, 0]"
3188,<SOS>kamron<EOS>     ,boy,"['k', 'a', 'm', 'r', 'o', 'n']",6,1.0,"[1, 13, 3, 15, 20, 17, 16, 2, 0, 0, 0, 0, 0]"
3281,<SOS>pranav<EOS>     ,boy,"['p', 'r', 'a', 'n', 'a', 'v']",6,1.0,"[1, 18, 20, 3, 16, 3, 24, 2, 0, 0, 0, 0, 0]"
3425,<SOS>ayaan<EOS>      ,boy,"['a', 'y', 'a', 'a', 'n']",5,1.0,"[1, 3, 27, 3, 3, 16, 2, 0, 0, 0, 0, 0, 0]"
1615,<SOS>sonny<EOS>      ,boy,"['s', 'o', 'n', 'n', 'y']",5,1.0,"[1, 21, 17, 16, 16, 27, 2, 0, 0, 0, 0, 0, 0]"
5721,<SOS>araceli<EOS>    ,girl,"['a', 'r', 'a', 'c', 'e', 'l', 'i']",7,0.0,"[1, 3, 20, 3, 5, 7, 14, 11, 2, 0, 0, 0, 0]"
22,<SOS>richard<EOS>    ,boy,"['r', 'i', 'c', 'h', 'a', 'r', 'd']",7,1.0,"[1, 20, 11, 5, 10, 3, 20, 6, 2, 0, 0, 0, 0]"
6172,<SOS>shatara<EOS>    ,girl,"['s', 'h', 'a', 't', 'a', 'r', 'a']",7,0.0,"[1, 21, 10, 3, 22, 3, 20, 3, 2, 0, 0, 0, 0]"
2971,<SOS>brantley<EOS>   ,boy,"['b', 'r', 'a', 'n', 't', 'l', 'e', 'y']",8,1.0,"[1, 4, 20, 3, 16, 22, 14, 7, 27, 2, 0, 0, 0]"
2785,<SOS>ezequiel<EOS>   ,boy,"['e', 'z', 'e', 'q', 'u', 'i', 'e', 'l']",8,1.0,"[1, 7, 28, 7, 19, 23, 11, 7, 14, 2, 0, 0, 0]"
4709,<SOS>venus<EOS>      ,girl,"['v', 'e', 'n', 'u', 's']",5,0.0,"[1, 24, 7, 16, 23, 21, 2, 0, 0, 0, 0, 0, 0]"
347,<SOS>neil<EOS>       ,boy,"['n', 'e', 'i', 'l']",4,1.0,"[1, 16, 7, 11, 14, 2, 0, 0, 0, 0, 0, 0, 0]"
5239,<SOS>georgeann<EOS>  ,girl,"['g', 'e', 'o', 'r', 'g', 'e', 'a', 'n', 'n']",9,0.0,"[1, 9, 7, 17, 20, 9, 7, 3, 16, 16, 2, 0, 0]"
5515,<SOS>keri<EOS>       ,girl,"['k', 'e', 'r', 'i']",4,0.0,"[1, 13, 7, 20, 11, 2, 0, 0, 0, 0, 0, 0, 0]"
951,<SOS>elroy<EOS>      ,boy,"['e', 'l', 'r', 'o', 'y']",5,1.0,"[1, 7, 14, 20, 17, 27, 2, 0, 0, 0, 0, 0, 0]"
5127,<SOS>louann<EOS>     ,girl,"['l', 'o', 'u', 'a', 'n', 'n']",6,0.0,"[1, 14, 17, 23, 3, 16, 16, 2, 0, 0, 0, 0, 0]"
5442,<SOS>leeann<EOS>     ,girl,"['l', 'e', 'e', 'a', 'n', 'n']",6,0.0,"[1, 14, 7, 7, 3, 16, 16, 2, 0, 0, 0, 0, 0]"
6631,<SOS>iyanna<EOS>     ,girl,"['i', 'y', 'a', 'n', 'n', 'a']",6,0.0,"[1, 11, 27, 3, 16, 16, 3, 2, 0, 0, 0, 0, 0]"
4542,<SOS>margrett<EOS>   ,girl,"['m', 'a', 'r', 'g', 'r', 'e', 't', 't']",8,0.0,"[1, 15, 3, 20, 9, 20, 7, 22, 22, 2, 0, 0, 0]"
6244,<SOS>kelsea<EOS>     ,girl,"['k', 'e', 'l', 's', 'e', 'a']",6,0.0,"[1, 13, 7, 14, 21, 7, 3, 2, 0, 0, 0, 0, 0]"
4559,<SOS>lana<EOS>       ,girl,"['l', 'a', 'n', 'a']",4,0.0,"[1, 14, 3, 16, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
2029,<SOS>lucille<EOS>    ,boy,"['l', 'u', 'c', 'i', 'l', 'l', 'e']",7,1.0,"[1, 14, 23, 5, 11, 14, 14, 7, 2, 0, 0, 0, 0]"
2723,<SOS>kristoffer<EOS> ,boy,"['k', 'r', 'i', 's', 't', 'o', 'f', 'f', 'e', 'r']",10,1.0,"[1, 13, 20, 11, 21, 22, 17, 8, 8, 7, 20, 2, 0]"
3747,<SOS>emelia<EOS>     ,girl,"['e', 'm', 'e', 'l', 'i', 'a']",6,0.0,"[1, 7, 15, 7, 14, 11, 3, 2, 0, 0, 0, 0, 0]"
6518,<SOS>noelia<EOS>     ,girl,"['n', 'o', 'e', 'l', 'i', 'a']",6,0.0,"[1, 16, 17, 7, 14, 11, 3, 2, 0, 0, 0, 0, 0]"
1092,<SOS>tolbert<EOS>    ,boy,"['t', 'o', 'l', 'b', 'e', 'r', 't']",7,1.0,"[1, 22, 17, 14, 4, 7, 20, 22, 2, 0, 0, 0, 0]"
129,<SOS>noah<EOS>       ,boy,"['n', 'o', 'a', 'h']",4,1.0,"[1, 16, 17, 3, 10, 2, 0, 0, 0, 0, 0, 0, 0]"
5456,<SOS>sherree<EOS>    ,girl,"['s', 'h', 'e', 'r', 'r', 'e', 'e']",7,0.0,"[1, 21, 10, 7, 20, 20, 7, 7, 2, 0, 0, 0, 0]"
4252,<SOS>madeleine<EOS>  ,girl,"['m', 'a', 'd', 'e', 'l', 'e', 'i', 'n', 'e']",9,0.0,"[1, 15, 3, 6, 7, 14, 7, 11, 16, 7, 2, 0, 0]"
5701,<SOS>towanda<EOS>    ,girl,"['t', 'o', 'w', 'a', 'n', 'd', 'a']",7,0.0,"[1, 22, 17, 25, 3, 16, 6, 3, 2, 0, 0, 0, 0]"
4614,<SOS>lu<EOS>         ,girl,"['l', 'u']",2,0.0,"[1, 14, 23, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3176,<SOS>jovani<EOS>     ,boy,"['j', 'o', 'v', 'a', 'n', 'i']",6,1.0,"[1, 12, 17, 24, 3, 16, 11, 2, 0, 0, 0, 0, 0]"
1421,<SOS>roby<EOS>       ,boy,"['r', 'o', 'b', 'y']",4,1.0,"[1, 20, 17, 4, 27, 2, 0, 0, 0, 0, 0, 0, 0]"
4973,<SOS>mardell<EOS>    ,girl,"['m', 'a', 'r', 'd', 'e', 'l', 'l']",7,0.0,"[1, 15, 3, 20, 6, 7, 14, 14, 2, 0, 0, 0, 0]"
6230,<SOS>grecia<EOS>     ,girl,"['g', 'r', 'e', 'c', 'i', 'a']",6,0.0,"[1, 9, 20, 7, 5, 11, 3, 2, 0, 0, 0, 0, 0]"
3398,<SOS>slade<EOS>      ,boy,"['s', 'l', 'a', 'd', 'e']",5,1.0,"[1, 21, 14, 3, 6, 7, 2, 0, 0, 0, 0, 0, 0]"
5061,<SOS>joycelyn<EOS>   ,girl,"['j', 'o', 'y', 'c', 'e', 'l', 'y', 'n']",8,0.0,"[1, 12, 17, 27, 5, 7, 14, 27, 16, 2, 0, 0, 0]"
1294,<SOS>festus<EOS>     ,boy,"['f', 'e', 's', 't', 'u', 's']",6,1.0,"[1, 8, 7, 21, 22, 23, 21, 2, 0, 0, 0, 0, 0]"
5945,<SOS>shanika<EOS>    ,girl,"['s', 'h', 'a', 'n', 'i', 'k', 'a']",7,0.0,"[1, 21, 10, 3, 16, 11, 13, 3, 2, 0, 0, 0, 0]"
3782,<SOS>vena<EOS>       ,girl,"['v', 'e', 'n', 'a']",4,0.0,"[1, 24, 7, 16, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
43,<SOS>howard<EOS>     ,boy,"['h', 'o', 'w', 'a', 'r', 'd']",6,1.0,"[1, 10, 17, 25, 3, 20, 6, 2, 0, 0, 0, 0, 0]"
738,<SOS>solon<EOS>      ,boy,"['s', 'o', 'l', 'o', 'n']",5,1.0,"[1, 21, 17, 14, 17, 16, 2, 0, 0, 0, 0, 0, 0]"
6482,<SOS>micayla<EOS>    ,girl,"['m', 'i', 'c', 'a', 'y', 'l', 'a']",7,0.0,"[1, 15, 11, 5, 3, 27, 14, 3, 2, 0, 0, 0, 0]"
2848,<SOS>tremaine<EOS>   ,boy,"['t', 'r', 'e', 'm', 'a', 'i', 'n', 'e']",8,1.0,"[1, 22, 20, 7, 15, 3, 11, 16, 7, 2, 0, 0, 0]"
90,<SOS>milton<EOS>     ,boy,"['m', 'i', 'l', 't', 'o', 'n']",6,1.0,"[1, 15, 11, 14, 22, 17, 16, 2, 0, 0, 0, 0, 0]"
3497,<SOS>mathilda<EOS>   ,girl,"['m', 'a', 't', 'h', 'i', 'l', 'd', 'a']",8,0.0,"[1, 15, 3, 22, 10, 11, 14, 6, 3, 2, 0, 0, 0]"
6479,<SOS>shaylee<EOS>    ,girl,"['s', 'h', 'a', 'y', 'l', 'e', 'e']",7,0.0,"[1, 21, 10, 3, 27, 14, 7, 7, 2, 0, 0, 0, 0]"
4679,<SOS>ilah<EOS>       ,girl,"['i', 'l', 'a', 'h']",4,0.0,"[1, 11, 14, 3, 10, 2, 0, 0, 0, 0, 0, 0, 0]"
54,<SOS>ed<EOS>         ,boy,"['e', 'd']",2,1.0,"[1, 7, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3722,<SOS>ava<EOS>        ,girl,"['a', 'v', 'a']",3,0.0,"[1, 3, 24, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
4400,<SOS>lisette<EOS>    ,girl,"['l', 'i', 's', 'e', 't', 't', 'e']",7,0.0,"[1, 14, 11, 21, 7, 22, 22, 7, 2, 0, 0, 0, 0]"
5369,<SOS>sanjuana<EOS>   ,girl,"['s', 'a', 'n', 'j', 'u', 'a', 'n', 'a']",8,0.0,"[1, 21, 3, 16, 12, 23, 3, 16, 3, 2, 0, 0, 0]"
6511,<SOS>alexys<EOS>     ,girl,"['a', 'l', 'e', 'x', 'y', 's']",6,0.0,"[1, 3, 14, 7, 26, 27, 21, 2, 0, 0, 0, 0, 0]"
6199,<SOS>kaylyn<EOS>     ,girl,"['k', 'a', 'y', 'l', 'y', 'n']",6,0.0,"[1, 13, 3, 27, 14, 27, 16, 2, 0, 0, 0, 0, 0]"
1387,<SOS>bonnie<EOS>     ,boy,"['b', 'o', 'n', 'n', 'i', 'e']",6,1.0,"[1, 4, 17, 16, 16, 11, 7, 2, 0, 0, 0, 0, 0]"
4379,<SOS>beaulah<EOS>    ,girl,"['b', 'e', 'a', 'u', 'l', 'a', 'h']",7,0.0,"[1, 4, 7, 3, 23, 14, 3, 10, 2, 0, 0, 0, 0]"
2385,<SOS>shawn<EOS>      ,boy,"['s', 'h', 'a', 'w', 'n']",5,1.0,"[1, 21, 10, 3, 25, 16, 2, 0, 0, 0, 0, 0, 0]"
6018,<SOS>rikki<EOS>      ,girl,"['r', 'i', 'k', 'k', 'i']",5,0.0,"[1, 20, 11, 13, 13, 11, 2, 0, 0, 0, 0, 0, 0]"
783,<SOS>mac<EOS>        ,boy,"['m', 'a', 'c']",3,1.0,"[1, 15, 3, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
3909,<SOS>geraldine<EOS>  ,girl,"['g', 'e', 'r', 'a', 'l', 'd', 'i', 'n', 'e']",9,0.0,"[1, 9, 7, 20, 3, 14, 6, 11, 16, 7, 2, 0, 0]"
16,<SOS>samuel<EOS>     ,boy,"['s', 'a', 'm', 'u', 'e', 'l']",6,1.0,"[1, 21, 3, 15, 23, 7, 14, 2, 0, 0, 0, 0, 0]"
740,<SOS>tilden<EOS>     ,boy,"['t', 'i', 'l', 'd', 'e', 'n']",6,1.0,"[1, 22, 11, 14, 6, 7, 16, 2, 0, 0, 0, 0, 0]"
5447,<SOS>janel<EOS>      ,girl,"['j', 'a', 'n', 'e', 'l']",5,0.0,"[1, 12, 3, 16, 7, 14, 2, 0, 0, 0, 0, 0, 0]"
6060,<SOS>nereida<EOS>    ,girl,"['n', 'e', 'r', 'e', 'i', 'd', 'a']",7,0.0,"[1, 16, 7, 20, 7, 11, 6, 3, 2, 0, 0, 0, 0]"
474,<SOS>lige<EOS>       ,boy,"['l', 'i', 'g', 'e']",4,1.0,"[1, 14, 11, 9, 7, 2, 0, 0, 0, 0, 0, 0, 0]"
1832,<SOS>moe<EOS>        ,boy,"['m', 'o', 'e']",3,1.0,"[1, 15, 17, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
499,<SOS>reginald<EOS>   ,boy,"['r', 'e', 'g', 'i', 'n', 'a', 'l', 'd']",8,1.0,"[1, 20, 7, 9, 11, 16, 3, 14, 6, 2, 0, 0, 0]"
2487,<SOS>kennth<EOS>     ,boy,"['k', 'e', 'n', 'n', 't', 'h']",6,1.0,"[1, 13, 7, 16, 16, 22, 10, 2, 0, 0, 0, 0, 0]"
260,<SOS>tony<EOS>       ,boy,"['t', 'o', 'n', 'y']",4,1.0,"[1, 22, 17, 16, 27, 2, 0, 0, 0, 0, 0, 0, 0]"
3864,<SOS>ethyl<EOS>      ,girl,"['e', 't', 'h', 'y', 'l']",5,0.0,"[1, 7, 22, 10, 27, 14, 2, 0, 0, 0, 0, 0, 0]"
995,<SOS>kit<EOS>        ,boy,"['k', 'i', 't']",3,1.0,"[1, 13, 11, 22, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
4509,<SOS>sussie<EOS>     ,girl,"['s', 'u', 's', 's', 'i', 'e']",6,0.0,"[1, 21, 23, 21, 21, 11, 7, 2, 0, 0, 0, 0, 0]"
1254,<SOS>theophile<EOS>  ,boy,"['t', 'h', 'e', 'o', 'p', 'h', 'i', 'l', 'e']",9,1.0,"[1, 22, 10, 7, 17, 18, 10, 11, 14, 7, 2, 0, 0]"
161,<SOS>wilbur<EOS>     ,boy,"['w', 'i', 'l', 'b', 'u', 'r']",6,1.0,"[1, 25, 11, 14, 4, 23, 20, 2, 0, 0, 0, 0, 0]"
6402,<SOS>jocelyne<EOS>   ,girl,"['j', 'o', 'c', 'e', 'l', 'y', 'n', 'e']",8,0.0,"[1, 12, 17, 5, 7, 14, 27, 16, 7, 2, 0, 0, 0]"
3426,<SOS>aarav<EOS>      ,boy,"['a', 'a', 'r', 'a', 'v']",5,1.0,"[1, 3, 3, 20, 3, 24, 2, 0, 0, 0, 0, 0, 0]"
3826,<SOS>emeline<EOS>    ,girl,"['e', 'm', 'e', 'l', 'i', 'n', 'e']",7,0.0,"[1, 7, 15, 7, 14, 11, 16, 7, 2, 0, 0, 0, 0]"
