,Name,Gender,letters,name_length,gen_code,encoded_names
3752,<SOS>lenore<EOS>     ,girl,"['l', 'e', 'n', 'o', 'r', 'e']",6,0.0,"[1, 14, 7, 16, 17, 20, 7, 2, 0, 0, 0, 0, 0]"
1531,<SOS>laurie<EOS>     ,boy,"['l', 'a', 'u', 'r', 'i', 'e']",6,1.0,"[1, 14, 3, 23, 20, 11, 7, 2, 0, 0, 0, 0, 0]"
5382,<SOS>mara<EOS>       ,girl,"['m', 'a', 'r', 'a']",4,0.0,"[1, 15, 3, 20, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
1015,<SOS>ocie<EOS>       ,boy,"['o', 'c', 'i', 'e']",4,1.0,"[1, 17, 5, 11, 7, 2, 0, 0, 0, 0, 0, 0, 0]"
3467,<SOS>estelle<EOS>    ,girl,"['e', 's', 't', 'e', 'l', 'l', 'e']",7,0.0,"[1, 7, 21, 22, 7, 14, 14, 7, 2, 0, 0, 0, 0]"
1306,<SOS>miner<EOS>      ,boy,"['m', 'i', 'n', 'e', 'r']",5,1.0,"[1, 15, 11, 16, 7, 20, 2, 0, 0, 0, 0, 0, 0]"
2851,<SOS>kai<EOS>        ,boy,"['k', 'a', 'i']",3,1.0,"[1, 13, 3, 11, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
4577,<SOS>sigrid<EOS>     ,girl,"['s', 'i', 'g', 'r', 'i', 'd']",6,0.0,"[1, 21, 11, 9, 20, 11, 6, 2, 0, 0, 0, 0, 0]"
374,<SOS>elliott<EOS>    ,boy,"['e', 'l', 'l', 'i', 'o', 't', 't']",7,1.0,"[1, 7, 14, 14, 11, 17, 22, 22, 2, 0, 0, 0, 0]"
3777,<SOS>queenie<EOS>    ,girl,"['q', 'u', 'e', 'e', 'n', 'i', 'e']",7,0.0,"[1, 19, 23, 7, 7, 16, 11, 7, 2, 0, 0, 0, 0]"
3491,<SOS>ina<EOS>        ,girl,"['i', 'n', 'a']",3,0.0,"[1, 11, 16, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
2017,<SOS>arne<EOS>       ,boy,"['a', 'r', 'n', 'e']",4,1.0,"[1, 3, 20, 16, 7, 2, 0, 0, 0, 0, 0, 0, 0]"
2827,<SOS>kody<EOS>       ,boy,"['k', 'o', 'd', 'y']",4,1.0,"[1, 13, 17, 6, 27, 2, 0, 0, 0, 0, 0, 0, 0]"
920,<SOS>babe<EOS>       ,boy,"['b', 'a', 'b', 'e']",4,1.0,"[1, 4, 3, 4, 7, 2, 0, 0, 0, 0, 0, 0, 0]"
5041,<SOS>earlean<EOS>    ,girl,"['e', 'a', 'r', 'l', 'e', 'a', 'n']",7,0.0,"[1, 7, 3, 20, 14, 7, 3, 16, 2, 0, 0, 0, 0]"
4411,<SOS>matilde<EOS>    ,girl,"['m', 'a', 't', 'i', 'l', 'd', 'e']",7,0.0,"[1, 15, 3, 22, 11, 14, 6, 7, 2, 0, 0, 0, 0]"
5547,<SOS>tonja<EOS>      ,girl,"['t', 'o', 'n', 'j', 'a']",5,0.0,"[1, 22, 17, 16, 12, 3, 2, 0, 0, 0, 0, 0, 0]"
1568,<SOS>ethelbert<EOS>  ,boy,"['e', 't', 'h', 'e', 'l', 'b', 'e', 'r', 't']",9,1.0,"[1, 7, 22, 10, 7, 14, 4, 7, 20, 22, 2, 0, 0]"
686,<SOS>berton<EOS>     ,boy,"['b', 'e', 'r', 't', 'o', 'n']",6,1.0,"[1, 4, 7, 20, 22, 17, 16, 2, 0, 0, 0, 0, 0]"
488,<SOS>dorsey<EOS>     ,boy,"['d', 'o', 'r', 's', 'e', 'y']",6,1.0,"[1, 6, 17, 20, 21, 7, 27, 2, 0, 0, 0, 0, 0]"
5346,<SOS>debora<EOS>     ,girl,"['d', 'e', 'b', 'o', 'r', 'a']",6,0.0,"[1, 6, 7, 4, 17, 20, 3, 2, 0, 0, 0, 0, 0]"
1191,<SOS>may<EOS>        ,boy,"['m', 'a', 'y']",3,1.0,"[1, 15, 3, 27, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
132,<SOS>norman<EOS>     ,boy,"['n', 'o', 'r', 'm', 'a', 'n']",6,1.0,"[1, 16, 17, 20, 15, 3, 16, 2, 0, 0, 0, 0, 0]"
3129,<SOS>rohan<EOS>      ,boy,"['r', 'o', 'h', 'a', 'n']",5,1.0,"[1, 20, 17, 10, 3, 16, 2, 0, 0, 0, 0, 0, 0]"
4433,<SOS>elfie<EOS>      ,girl,"['e', 'l', 'f', 'i', 'e']",5,0.0,"[1, 7, 14, 8, 11, 7, 2, 0, 0, 0, 0, 0, 0]"
1468,<SOS>josephine<EOS>  ,boy,"['j', 'o', 's', 'e', 'p', 'h', 'i', 'n', 'e']",9,1.0,"[1, 12, 17, 21, 7, 18, 10, 11, 16, 7, 2, 0, 0]"
4052,<SOS>etter<EOS>      ,girl,"['e', 't', 't', 'e', 'r']",5,0.0,"[1, 7, 22, 22, 7, 20, 2, 0, 0, 0, 0, 0, 0]"
3797,<SOS>juliet<EOS>     ,girl,"['j', 'u', 'l', 'i', 'e', 't']",6,0.0,"[1, 12, 23, 14, 11, 7, 22, 2, 0, 0, 0, 0, 0]"
3917,<SOS>leanna<EOS>     ,girl,"['l', 'e', 'a', 'n', 'n', 'a']",6,0.0,"[1, 14, 7, 3, 16, 16, 3, 2, 0, 0, 0, 0, 0]"
3661,<SOS>zelma<EOS>      ,girl,"['z', 'e', 'l', 'm', 'a']",5,0.0,"[1, 28, 7, 14, 15, 3, 2, 0, 0, 0, 0, 0, 0]"
6258,<SOS>lizeth<EOS>     ,girl,"['l', 'i', 'z', 'e', 't', 'h']",6,0.0,"[1, 14, 11, 28, 7, 22, 10, 2, 0, 0, 0, 0, 0]"
5841,<SOS>bree<EOS>       ,girl,"['b', 'r', 'e', 'e']",4,0.0,"[1, 4, 20, 7, 7, 2, 0, 0, 0, 0, 0, 0, 0]"
858,<SOS>gustaf<EOS>     ,boy,"['g', 'u', 's', 't', 'a', 'f']",6,1.0,"[1, 9, 23, 21, 22, 3, 8, 2, 0, 0, 0, 0, 0]"
1429,<SOS>aleck<EOS>      ,boy,"['a', 'l', 'e', 'c', 'k']",5,1.0,"[1, 3, 14, 7, 5, 13, 2, 0, 0, 0, 0, 0, 0]"
2105,<SOS>gennaro<EOS>    ,boy,"['g', 'e', 'n', 'n', 'a', 'r', 'o']",7,1.0,"[1, 9, 7, 16, 16, 3, 20, 17, 2, 0, 0, 0, 0]"
4348,<SOS>elizbeth<EOS>   ,girl,"['e', 'l', 'i', 'z', 'b', 'e', 't', 'h']",8,0.0,"[1, 7, 14, 11, 28, 4, 7, 22, 10, 2, 0, 0, 0]"
2452,<SOS>debra<EOS>      ,boy,"['d', 'e', 'b', 'r', 'a']",5,1.0,"[1, 6, 7, 4, 20, 3, 2, 0, 0, 0, 0, 0, 0]"
411,<SOS>isom<EOS>       ,boy,"['i', 's', 'o', 'm']",4,1.0,"[1, 11, 21, 17, 15, 2, 0, 0, 0, 0, 0, 0, 0]"
748,<SOS>arlie<EOS>      ,boy,"['a', 'r', 'l', 'i', 'e']",5,1.0,"[1, 3, 20, 14, 11, 7, 2, 0, 0, 0, 0, 0, 0]"
361,<SOS>wilber<EOS>     ,boy,"['w', 'i', 'l', 'b', 'e', 'r']",6,1.0,"[1, 25, 11, 14, 4, 7, 20, 2, 0, 0, 0, 0, 0]"
5247,<SOS>cheri<EOS>      ,girl,"['c', 'h', 'e', 'r', 'i']",5,0.0,"[1, 5, 10, 7, 20, 11, 2, 0, 0, 0, 0, 0, 0]"
3585,<SOS>annette<EOS>    ,girl,"['a', 'n', 'n', 'e', 't', 't', 'e']",7,0.0,"[1, 3, 16, 16, 7, 22, 22, 7, 2, 0, 0, 0, 0]"
1961,<SOS>johney<EOS>     ,boy,"['j', 'o', 'h', 'n', 'e', 'y']",6,1.0,"[1, 12, 17, 10, 16, 7, 27, 2, 0, 0, 0, 0, 0]"
5249,<SOS>phyliss<EOS>    ,girl,"['p', 'h', 'y', 'l', 'i', 's', 's']",7,0.0,"[1, 18, 10, 27, 14, 11, 21, 21, 2, 0, 0, 0, 0]"
1166,<SOS>roll<EOS>       ,boy,"['r', 'o', 'l', 'l']",4,1.0,"[1, 20, 17, 14, 14, 2, 0, 0, 0, 0, 0, 0, 0]"
2906,<SOS>deonte<EOS>     ,boy,"['d', 'e', 'o', 'n', 't', 'e']",6,1.0,"[1, 6, 7, 17, 16, 22, 7, 2, 0, 0, 0, 0, 0]"
20,<SOS>charlie<EOS>    ,boy,"['c', 'h', 'a', 'r', 'l', 'i', 'e']",7,1.0,"[1, 5, 10, 3, 20, 14, 11, 7, 2, 0, 0, 0, 0]"
5690,<SOS>keisha<EOS>     ,girl,"['k', 'e', 'i', 's', 'h', 'a']",6,0.0,"[1, 13, 7, 11, 21, 10, 3, 2, 0, 0, 0, 0, 0]"
1010,<SOS>dolph<EOS>      ,boy,"['d', 'o', 'l', 'p', 'h']",5,1.0,"[1, 6, 17, 14, 18, 10, 2, 0, 0, 0, 0, 0, 0]"
2484,<SOS>brion<EOS>      ,boy,"['b', 'r', 'i', 'o', 'n']",5,1.0,"[1, 4, 20, 11, 17, 16, 2, 0, 0, 0, 0, 0, 0]"
320,<SOS>benjiman<EOS>   ,boy,"['b', 'e', 'n', 'j', 'i', 'm', 'a', 'n']",8,1.0,"[1, 4, 7, 16, 12, 11, 15, 3, 16, 2, 0, 0, 0]"
710,<SOS>huston<EOS>     ,boy,"['h', 'u', 's', 't', 'o', 'n']",6,1.0,"[1, 10, 23, 21, 22, 17, 16, 2, 0, 0, 0, 0, 0]"
6531,<SOS>abigale<EOS>    ,girl,"['a', 'b', 'i', 'g', 'a', 'l', 'e']",7,0.0,"[1, 3, 4, 11, 9, 3, 14, 7, 2, 0, 0, 0, 0]"
5708,<SOS>tiffani<EOS>    ,girl,"['t', 'i', 'f', 'f', 'a', 'n', 'i']",7,0.0,"[1, 22, 11, 8, 8, 3, 16, 11, 2, 0, 0, 0, 0]"
3367,<SOS>finnegan<EOS>   ,boy,"['f', 'i', 'n', 'n', 'e', 'g', 'a', 'n']",8,1.0,"[1, 8, 11, 16, 16, 7, 9, 3, 16, 2, 0, 0, 0]"
2821,<SOS>kenji<EOS>      ,boy,"['k', 'e', 'n', 'j', 'i']",5,1.0,"[1, 13, 7, 16, 12, 11, 2, 0, 0, 0, 0, 0, 0]"
4415,<SOS>berenice<EOS>   ,girl,"['b', 'e', 'r', 'e', 'n', 'i', 'c', 'e']",8,0.0,"[1, 4, 7, 20, 7, 16, 11, 5, 7, 2, 0, 0, 0]"
6340,<SOS>lexus<EOS>      ,girl,"['l', 'e', 'x', 'u', 's']",5,0.0,"[1, 14, 7, 26, 23, 21, 2, 0, 0, 0, 0, 0, 0]"
1952,<SOS>pate<EOS>       ,boy,"['p', 'a', 't', 'e']",4,1.0,"[1, 18, 3, 22, 7, 2, 0, 0, 0, 0, 0, 0, 0]"
60,<SOS>edgar<EOS>      ,boy,"['e', 'd', 'g', 'a', 'r']",5,1.0,"[1, 7, 6, 9, 3, 20, 2, 0, 0, 0, 0, 0, 0]"
3643,<SOS>susanna<EOS>    ,girl,"['s', 'u', 's', 'a', 'n', 'n', 'a']",7,0.0,"[1, 21, 23, 21, 3, 16, 16, 3, 2, 0, 0, 0, 0]"
711,<SOS>ida<EOS>        ,boy,"['i', 'd', 'a']",3,1.0,"[1, 11, 6, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
5905,<SOS>tamekia<EOS>    ,girl,"['t', 'a', 'm', 'e', 'k', 'i', 'a']",7,0.0,"[1, 22, 3, 15, 7, 13, 11, 3, 2, 0, 0, 0, 0]"
2423,<SOS>erasmo<EOS>     ,boy,"['e', 'r', 'a', 's', 'm', 'o']",6,1.0,"[1, 7, 20, 3, 21, 15, 17, 2, 0, 0, 0, 0, 0]"
4596,<SOS>orelia<EOS>     ,girl,"['o', 'r', 'e', 'l', 'i', 'a']",6,0.0,"[1, 17, 20, 7, 14, 11, 3, 2, 0, 0, 0, 0, 0]"
4222,<SOS>tilla<EOS>      ,girl,"['t', 'i', 'l', 'l', 'a']",5,0.0,"[1, 22, 11, 14, 14, 3, 2, 0, 0, 0, 0, 0, 0]"
6716,<SOS>khloe<EOS>      ,girl,"['k', 'h', 'l', 'o', 'e']",5,0.0,"[1, 13, 10, 14, 17, 7, 2, 0, 0, 0, 0, 0, 0]"
5916,<SOS>alina<EOS>      ,girl,"['a', 'l', 'i', 'n', 'a']",5,0.0,"[1, 3, 14, 11, 16, 3, 2, 0, 0, 0, 0, 0, 0]"
1311,<SOS>bryan<EOS>      ,boy,"['b', 'r', 'y', 'a', 'n']",5,1.0,"[1, 4, 20, 27, 3, 16, 2, 0, 0, 0, 0, 0, 0]"
6050,<SOS>toccara<EOS>    ,girl,"['t', 'o', 'c', 'c', 'a', 'r', 'a']",7,0.0,"[1, 22, 17, 5, 5, 3, 20, 3, 2, 0, 0, 0, 0]"
2220,<SOS>kenny<EOS>      ,boy,"['k', 'e', 'n', 'n', 'y']",5,1.0,"[1, 13, 7, 16, 16, 27, 2, 0, 0, 0, 0, 0, 0]"
4907,<SOS>kathlyn<EOS>    ,girl,"['k', 'a', 't', 'h', 'l', 'y', 'n']",7,0.0,"[1, 13, 3, 22, 10, 14, 27, 16, 2, 0, 0, 0, 0]"
667,<SOS>maxwell<EOS>    ,boy,"['m', 'a', 'x', 'w', 'e', 'l', 'l']",7,1.0,"[1, 15, 3, 26, 25, 7, 14, 14, 2, 0, 0, 0, 0]"
3045,<SOS>deante<EOS>     ,boy,"['d', 'e', 'a', 'n', 't', 'e']",6,1.0,"[1, 6, 7, 3, 16, 22, 7, 2, 0, 0, 0, 0, 0]"
2807,<SOS>rian<EOS>       ,boy,"['r', 'i', 'a', 'n']",4,1.0,"[1, 20, 11, 3, 16, 2, 0, 0, 0, 0, 0, 0, 0]"
1805,<SOS>oddie<EOS>      ,boy,"['o', 'd', 'd', 'i', 'e']",5,1.0,"[1, 17, 6, 6, 11, 7, 2, 0, 0, 0, 0, 0, 0]"
1256,<SOS>wenzel<EOS>     ,boy,"['w', 'e', 'n', 'z', 'e', 'l']",6,1.0,"[1, 25, 7, 16, 28, 7, 14, 2, 0, 0, 0, 0, 0]"
2921,<SOS>maximilian<EOS> ,boy,"['m', 'a', 'x', 'i', 'm', 'i', 'l', 'i', 'a', 'n']",10,1.0,"[1, 15, 3, 26, 11, 15, 11, 14, 11, 3, 16, 2, 0]"
3440,<SOS>etta<EOS>       ,girl,"['e', 't', 't', 'a']",4,0.0,"[1, 7, 22, 22, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
2012,<SOS>fredie<EOS>     ,boy,"['f', 'r', 'e', 'd', 'i', 'e']",6,1.0,"[1, 8, 20, 7, 6, 11, 7, 2, 0, 0, 0, 0, 0]"
4077,<SOS>manervia<EOS>   ,girl,"['m', 'a', 'n', 'e', 'r', 'v', 'i', 'a']",8,0.0,"[1, 15, 3, 16, 7, 20, 24, 11, 3, 2, 0, 0, 0]"
5969,<SOS>shawnna<EOS>    ,girl,"['s', 'h', 'a', 'w', 'n', 'n', 'a']",7,0.0,"[1, 21, 10, 3, 25, 16, 16, 3, 2, 0, 0, 0, 0]"
6049,<SOS>alexia<EOS>     ,girl,"['a', 'l', 'e', 'x', 'i', 'a']",6,0.0,"[1, 3, 14, 7, 26, 11, 3, 2, 0, 0, 0, 0, 0]"
4441,<SOS>luberta<EOS>    ,girl,"['l', 'u', 'b', 'e', 'r', 't', 'a']",7,0.0,"[1, 14, 23, 4, 7, 20, 22, 3, 2, 0, 0, 0, 0]"
3996,<SOS>louetta<EOS>    ,girl,"['l', 'o', 'u', 'e', 't', 't', 'a']",7,0.0,"[1, 14, 17, 23, 7, 22, 22, 3, 2, 0, 0, 0, 0]"
737,<SOS>shelby<EOS>     ,boy,"['s', 'h', 'e', 'l', 'b', 'y']",6,1.0,"[1, 21, 10, 7, 14, 4, 27, 2, 0, 0, 0, 0, 0]"
5312,<SOS>meryl<EOS>      ,girl,"['m', 'e', 'r', 'y', 'l']",5,0.0,"[1, 15, 7, 20, 27, 14, 2, 0, 0, 0, 0, 0, 0]"
2193,<SOS>lindbergh<EOS>  ,boy,"['l', 'i', 'n', 'd', 'b', 'e', 'r', 'g', 'h']",9,1.0,"[1, 14, 11, 16, 6, 4, 7, 20, 9, 10, 2, 0, 0]"
2709,<SOS>demond<EOS>     ,boy,"['d', 'e', 'm', 'o', 'n', 'd']",6,1.0,"[1, 6, 7, 15, 17, 16, 6, 2, 0, 0, 0, 0, 0]"
1981,<SOS>marty<EOS>      ,boy,"['m', 'a', 'r', 't', 'y']",5,1.0,"[1, 15, 3, 20, 22, 27, 2, 0, 0, 0, 0, 0, 0]"
5663,<SOS>gidget<EOS>     ,girl,"['g', 'i', 'd', 'g', 'e', 't']",6,0.0,"[1, 9, 11, 6, 9, 7, 22, 2, 0, 0, 0, 0, 0]"
3720,<SOS>aimee<EOS>      ,girl,"['a', 'i', 'm', 'e', 'e']",5,0.0,"[1, 3, 11, 15, 7, 7, 2, 0, 0, 0, 0, 0, 0]"
3303,<SOS>santino<EOS>    ,boy,"['s', 'a', 'n', 't', 'i', 'n', 'o']",7,1.0,"[1, 21, 3, 16, 22, 11, 16, 17, 2, 0, 0, 0, 0]"
4955,<SOS>socorro<EOS>    ,girl,"['s', 'o', 'c', 'o', 'r', 'r', 'o']",7,0.0,"[1, 21, 17, 5, 17, 20, 20, 17, 2, 0, 0, 0, 0]"
3254,<SOS>sabastian<EOS>  ,boy,"['s', 'a', 'b', 'a', 's', 't', 'i', 'a', 'n']",9,1.0,"[1, 21, 3, 4, 3, 21, 22, 11, 3, 16, 2, 0, 0]"
4649,<SOS>bernardine<EOS> ,girl,"['b', 'e', 'r', 'n', 'a', 'r', 'd', 'i', 'n', 'e']",10,0.0,"[1, 4, 7, 20, 16, 3, 20, 6, 11, 16, 7, 2, 0]"
4066,<SOS>lella<EOS>      ,girl,"['l', 'e', 'l', 'l', 'a']",5,0.0,"[1, 14, 7, 14, 14, 3, 2, 0, 0, 0, 0, 0, 0]"
800,<SOS>toney<EOS>      ,boy,"['t', 'o', 'n', 'e', 'y']",5,1.0,"[1, 22, 17, 16, 7, 27, 2, 0, 0, 0, 0, 0, 0]"
3577,<SOS>irma<EOS>       ,girl,"['i', 'r', 'm', 'a']",4,0.0,"[1, 11, 20, 15, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
6315,<SOS>bria<EOS>       ,girl,"['b', 'r', 'i', 'a']",4,0.0,"[1, 4, 20, 11, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
3816,<SOS>annabelle<EOS>  ,girl,"['a', 'n', 'n', 'a', 'b', 'e', 'l', 'l', 'e']",9,0.0,"[1, 3, 16, 16, 3, 4, 7, 14, 14, 7, 2, 0, 0]"
5023,<SOS>illa<EOS>       ,girl,"['i', 'l', 'l', 'a']",4,0.0,"[1, 11, 14, 14, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
1801,<SOS>kurt<EOS>       ,boy,"['k', 'u', 'r', 't']",4,1.0,"[1, 13, 23, 20, 22, 2, 0, 0, 0, 0, 0, 0, 0]"
5640,<SOS>shanda<EOS>     ,girl,"['s', 'h', 'a', 'n', 'd', 'a']",6,0.0,"[1, 21, 10, 3, 16, 6, 3, 2, 0, 0, 0, 0, 0]"
246,<SOS>jackson<EOS>    ,boy,"['j', 'a', 'c', 'k', 's', 'o', 'n']",7,1.0,"[1, 12, 3, 5, 13, 21, 17, 16, 2, 0, 0, 0, 0]"
4881,<SOS>felice<EOS>     ,girl,"['f', 'e', 'l', 'i', 'c', 'e']",6,0.0,"[1, 8, 7, 14, 11, 5, 7, 2, 0, 0, 0, 0, 0]"
1959,<SOS>buren<EOS>      ,boy,"['b', 'u', 'r', 'e', 'n']",5,1.0,"[1, 4, 23, 20, 7, 16, 2, 0, 0, 0, 0, 0, 0]"
482,<SOS>alma<EOS>       ,boy,"['a', 'l', 'm', 'a']",4,1.0,"[1, 3, 14, 15, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
1831,<SOS>lea<EOS>        ,boy,"['l', 'e', 'a']",3,1.0,"[1, 14, 7, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
5827,<SOS>lakeisha<EOS>   ,girl,"['l', 'a', 'k', 'e', 'i', 's', 'h', 'a']",8,0.0,"[1, 14, 3, 13, 7, 11, 21, 10, 3, 2, 0, 0, 0]"
467,<SOS>dell<EOS>       ,boy,"['d', 'e', 'l', 'l']",4,1.0,"[1, 6, 7, 14, 14, 2, 0, 0, 0, 0, 0, 0, 0]"
4127,<SOS>avie<EOS>       ,girl,"['a', 'v', 'i', 'e']",4,0.0,"[1, 3, 24, 11, 7, 2, 0, 0, 0, 0, 0, 0, 0]"
1552,<SOS>christy<EOS>    ,boy,"['c', 'h', 'r', 'i', 's', 't', 'y']",7,1.0,"[1, 5, 10, 20, 11, 21, 22, 27, 2, 0, 0, 0, 0]"
1521,<SOS>fern<EOS>       ,boy,"['f', 'e', 'r', 'n']",4,1.0,"[1, 8, 7, 20, 16, 2, 0, 0, 0, 0, 0, 0, 0]"
323,<SOS>major<EOS>      ,boy,"['m', 'a', 'j', 'o', 'r']",5,1.0,"[1, 15, 3, 12, 17, 20, 2, 0, 0, 0, 0, 0, 0]"
4826,<SOS>doretha<EOS>    ,girl,"['d', 'o', 'r', 'e', 't', 'h', 'a']",7,0.0,"[1, 6, 17, 20, 7, 22, 10, 3, 2, 0, 0, 0, 0]"
4419,<SOS>florine<EOS>    ,girl,"['f', 'l', 'o', 'r', 'i', 'n', 'e']",7,0.0,"[1, 8, 14, 17, 20, 11, 16, 7, 2, 0, 0, 0, 0]"
4756,<SOS>delsie<EOS>     ,girl,"['d', 'e', 'l', 's', 'i', 'e']",6,0.0,"[1, 6, 7, 14, 21, 11, 7, 2, 0, 0, 0, 0, 0]"
1396,<SOS>thurston<EOS>   ,boy,"['t', 'h', 'u', 'r', 's', 't', 'o', 'n']",8,1.0,"[1, 22, 10, 23, 20, 21, 22, 17, 16, 2, 0, 0, 0]"
5370,<SOS>candyce<EOS>    ,girl,"['c', 'a', 'n', 'd', 'y', 'c', 'e']",7,0.0,"[1, 5, 3, 16, 6, 27, 5, 7, 2, 0, 0, 0, 0]"
3061,<SOS>montel<EOS>     ,boy,"['m', 'o', 'n', 't', 'e', 'l']",6,1.0,"[1, 15, 17, 16, 22, 7, 14, 2, 0, 0, 0, 0, 0]"
4187,<SOS>flo<EOS>        ,girl,"['f', 'l', 'o']",3,0.0,"[1, 8, 14, 17, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
4034,<SOS>birtha<EOS>     ,girl,"['b', 'i', 'r', 't', 'h', 'a']",6,0.0,"[1, 4, 11, 20, 22, 10, 3, 2, 0, 0, 0, 0, 0]"
2036,<SOS>denzil<EOS>     ,boy,"['d', 'e', 'n', 'z', 'i', 'l']",6,1.0,"[1, 6, 7, 16, 28, 11, 14, 2, 0, 0, 0, 0, 0]"
5996,<SOS>somer<EOS>      ,girl,"['s', 'o', 'm', 'e', 'r']",5,0.0,"[1, 21, 17, 15, 7, 20, 2, 0, 0, 0, 0, 0, 0]"
2475,<SOS>broderick<EOS>  ,boy,"['b', 'r', 'o', 'd', 'e', 'r', 'i', 'c', 'k']",9,1.0,"[1, 4, 20, 17, 6, 7, 20, 11, 5, 13, 2, 0, 0]"
6005,<SOS>viviana<EOS>    ,girl,"['v', 'i', 'v', 'i', 'a', 'n', 'a']",7,0.0,"[1, 24, 11, 24, 11, 3, 16, 3, 2, 0, 0, 0, 0]"
4328,<SOS>loretto<EOS>    ,girl,"['l', 'o', 'r', 'e', 't', 't', 'o']",7,0.0,"[1, 14, 17, 20, 7, 22, 22, 17, 2, 0, 0, 0, 0]"
1149,<SOS>manly<EOS>      ,boy,"['m', 'a', 'n', 'l', 'y']",5,1.0,"[1, 15, 3, 16, 14, 27, 2, 0, 0, 0, 0, 0, 0]"
2304,<SOS>greg<EOS>       ,boy,"['g', 'r', 'e', 'g']",4,1.0,"[1, 9, 20, 7, 9, 2, 0, 0, 0, 0, 0, 0, 0]"
3060,<SOS>dakotah<EOS>    ,boy,"['d', 'a', 'k', 'o', 't', 'a', 'h']",7,1.0,"[1, 6, 3, 13, 17, 22, 3, 10, 2, 0, 0, 0, 0]"
5078,<SOS>mitzi<EOS>      ,girl,"['m', 'i', 't', 'z', 'i']",5,0.0,"[1, 15, 11, 22, 28, 11, 2, 0, 0, 0, 0, 0, 0]"
2174,<SOS>dwain<EOS>      ,boy,"['d', 'w', 'a', 'i', 'n']",5,1.0,"[1, 6, 25, 3, 11, 16, 2, 0, 0, 0, 0, 0, 0]"
3262,<SOS>alexzander<EOS> ,boy,"['a', 'l', 'e', 'x', 'z', 'a', 'n', 'd', 'e', 'r']",10,1.0,"[1, 3, 14, 7, 26, 28, 3, 16, 6, 7, 20, 2, 0]"
3799,<SOS>lugenia<EOS>    ,girl,"['l', 'u', 'g', 'e', 'n', 'i', 'a']",7,0.0,"[1, 14, 23, 9, 7, 16, 11, 3, 2, 0, 0, 0, 0]"
1868,<SOS>gladys<EOS>     ,boy,"['g', 'l', 'a', 'd', 'y', 's']",6,1.0,"[1, 9, 14, 3, 6, 27, 21, 2, 0, 0, 0, 0, 0]"
6304,<SOS>brielle<EOS>    ,girl,"['b', 'r', 'i', 'e', 'l', 'l', 'e']",7,0.0,"[1, 4, 20, 11, 7, 14, 14, 7, 2, 0, 0, 0, 0]"
6547,<SOS>amya<EOS>       ,girl,"['a', 'm', 'y', 'a']",4,0.0,"[1, 3, 15, 27, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
1818,<SOS>jennings<EOS>   ,boy,"['j', 'e', 'n', 'n', 'i', 'n', 'g', 's']",8,1.0,"[1, 12, 7, 16, 16, 11, 16, 9, 21, 2, 0, 0, 0]"
5106,<SOS>nira<EOS>       ,girl,"['n', 'i', 'r', 'a']",4,0.0,"[1, 16, 11, 20, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
683,<SOS>ashley<EOS>     ,boy,"['a', 's', 'h', 'l', 'e', 'y']",6,1.0,"[1, 3, 21, 10, 14, 7, 27, 2, 0, 0, 0, 0, 0]"
3234,<SOS>rey<EOS>        ,boy,"['r', 'e', 'y']",3,1.0,"[1, 20, 7, 27, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
6653,<SOS>alani<EOS>      ,girl,"['a', 'l', 'a', 'n', 'i']",5,0.0,"[1, 3, 14, 3, 16, 11, 2, 0, 0, 0, 0, 0, 0]"
1537,<SOS>pratt<EOS>      ,boy,"['p', 'r', 'a', 't', 't']",5,1.0,"[1, 18, 20, 3, 22, 22, 2, 0, 0, 0, 0, 0, 0]"
3336,<SOS>cohen<EOS>      ,boy,"['c', 'o', 'h', 'e', 'n']",5,1.0,"[1, 5, 17, 10, 7, 16, 2, 0, 0, 0, 0, 0, 0]"
2302,<SOS>randal<EOS>     ,boy,"['r', 'a', 'n', 'd', 'a', 'l']",6,1.0,"[1, 20, 3, 16, 6, 3, 14, 2, 0, 0, 0, 0, 0]"
3941,<SOS>zena<EOS>       ,girl,"['z', 'e', 'n', 'a']",4,0.0,"[1, 28, 7, 16, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
3835,<SOS>letta<EOS>      ,girl,"['l', 'e', 't', 't', 'a']",5,0.0,"[1, 14, 7, 22, 22, 3, 2, 0, 0, 0, 0, 0, 0]"
6283,<SOS>elyssa<EOS>     ,girl,"['e', 'l', 'y', 's', 's', 'a']",6,0.0,"[1, 7, 14, 27, 21, 21, 3, 2, 0, 0, 0, 0, 0]"
